id,tweet,language
1.41747068889029E+018,@airwarriorUKB @Hisamud47588796 @anvi_rks @AstroD98102126 @Gajendr16916843 @hisamuddink51 @Sony24858301 @RamaSin24298825 @anamikaa_143 @SadiqMo12884882 @RajivSi45818862 @bhootsanjay1 @onkargss11 @AtifMaaz17 @SavitaSikarwar @AnilKum04619533 @SunilMe24609328 @SanjayP46456817 @Shambhu28088342 @RajeshS50119232 @OiiEq8i4PI9szGv @Prabhat39441267 @RuhulHashmat @DeepakS78773518 @BPPDELNP @PremBakshi10 @JangliRaja @MehmoodAlamSid2 @Ayaaniqbal17 @uHI8qm0CD5FpL3f @DhairayJ @vishvmtrjatav @HashmatRuhul @GT93868355 @NextEnvision @parmodpahwaInd @DevalDublish1 @ROVEE8 @BabluSangwan8 @AdityaSigh7 @RameshS05611011 @BramhRakshas @arifms1971 @Raju_464 @ArvindMaurya_ @ManojJa37766871 @RahulGandhi @narendramodi @_Mahakal_D_ #भारतीय_जासूस_पार्टी  #भारतीय_जासूस_पार्टी  #भारतीय_जासूस_पार्टी   #PegasusSnoopgate #PegasusSnoopgate #PegasusSnoopgate,und
1.41862689000546E+018,"@MacronInEnglish @EmmanuelMacron if you are about to change your phone due to #PegasusSnoopgate, please, give a try to #SailfishOS  It is a European, secure smartphone ecosystem developed in Finland by @JollaHQ   https://t.co/wRE0PYV1et  I use it every day and it is just fine...",en
1.4195509870066E+018,"@JhaSanjay Be advised. Its happening from long time. users are just not aware. Data providers can give more than 5000 type of browsing pattern for a single user. As usual, we Indians are always behind in technology and awareness. #PegasusSnoopgate",en
1.41748110551982E+018,"पेगासस का पूरा तिया-पांचा समझ लीजिए, कैसे करता है आपके फोन की जासूसी 👇  #PegasusSpyware #PegasusSnoopgate #PegasusGate    https://t.co/DIcydoUoiO",hi
1.41722229118475E+018,#Pegasus #PegasusProject #PegasusSnoopgate ये पिगासस माल्या चौकसी या फिर छोटा मोदी के फोन मे क्यों नही डाला साहेब ।,hi
1.41696159025597E+018,भैया अपन ने तो जब बी आवाज़ उठाई ये सोच के उठाई की कोई न कोई तो पढ़ ही रहा होगा!  लेकिन फिर भी आज जान के अच्छा लगा की हमारी गालियाँ  साहिबे मस्नाद्  तक के आँखो तक भी पहुँच जाती है। #PegasusSnoopgate,hi
1.42060874311326E+018,"#PegasusSnoopgate^ A brief history of a meritorious Cricketer &amp;amp; minister , Anurag Thakur  https://t.co/XHVpoVpuPB",en
1.42220549414849E+018,@aajtak @alok_ajay @anjanaomkashyap no opposition.. can #NarendraModi prove no #PegasusSnoopgate to voters ?,en
1.42028626827387E+018,"राहुल गांधी बोले- पेगासस और महंगाई के मुद्दे पर हम नहीं कर सकते समझौता, सरकार विपक्ष को रही बदनाम :  https://t.co/oSARu2PJ32  #PegasusSnoopgate #RahulGandhi @RahulGandhi @INCIndiaLive @INCIndia",hi
1.41846471813872E+018,"The Watergate scandal led to the U.S. President Richard Nixon's resignation.  Indias's reaction to the #PegasusSnoopgate?  If 45 countries use Pegasus,why target just India asks the IT minister.🙄  The fact that there is a major privacy breach of private citizens doesn't concern",en
1.42244355286113E+018,"PM @narendramodi showcase him as #chowkidar only before general elections but when it comes to a risk in national security by a spyware, chowkidar hides behind the union ministers. It is the responsibility of the govt to answer the questions raised #PegasusSnoopgate #Pegasus",en
1.41858193773689E+018,"Next, PegasusPlus? Dahlia Scheindlin: 'Hi-tech is essential to Israeli national identity. Israel’s symbolic self-image as the earnest victim that can program its way out of politics is the real illusion.' #IsraeliTerrorism #PegasusSnoopgate @dahliasc  https://t.co/5eDl3Otpmo",en
1.41862275818387E+018,@ABPNews @RubikaLiyaquat Rubikaji talk about #PegasusSnoopgate. Very silly news report.,en
1.4182771050124E+018,लोकतंत्र की सलीब पर साइबर जासूसी की कील! -   #Pegasus #PegasusSnoopgate #PegasusSpyware  https://t.co/rrmtUqVnJv via,hi
1.41813820960358E+018,"राज्यसभा में हुआ हंगामा, बात तू तू मैं मैं से भी आगे बढ़ी, हाथापाई तक की नौबत आई। यह वाक्या तब हुआ जब आईटी मिनिस्टर @AshwiniVaishnaw राज्यसभा में #PegasusSnoopgate मुद्दे पर अपना बयान दे रहे थे..",hi
1.41858876228877E+018,@svaradarajan @thewire_in Stay strong 💪 we need like you to save our democracy #PegasusSnoopgate,en
1.42100282229263E+018,#Israeli spyware company #NSOGroup has temporarily blocked several government clients around the #world from using its #technology as the company investigates their possible misuse. #PegasusSnoopgate #Pegasus #Israel #France #Morocco #ForbiddenStories   https://t.co/JidTCsR0sY,en
1.41740304547899E+018,Several diplomats in Delhi including  those from Nepal on Pegasus list  https://t.co/4dfkZELEfp #PegasusSnoopgate,en
1.41717337255158E+018,ये तो अंग्रेजो के जमाने से जासूसी करते आ रहे हैं..😷😷 #PegasusSnoopgate,hi
1.42109436482297E+018,आज एक बार फिर दलाल मीडिया ने अपने पापा की पैरवी में मोर्चा संभाला हुआ है।   देश बनाम मोंदी सरकार   #PegasusSnoopgate,hi
1.41744771382257E+018,"ઇમરાન ખાનની પણ જાસૂસી થઇ : પાકિસ્તાને મોદી સરકાર પર જાસૂસીનો આરોપ લગાવ્યો, ઇમરાનનો નંબર પેગાસસ યાદીમાં, કહ્યુ - વૈશ્વિક મુદ્દો બનાવીશું  https://t.co/mfZHdqwsMl  #ImranKhan #Pakistan #PhoneTapping #PegasusProject #PegasusSnoopgate #Pegasus #PegasusSpyware #PegasusSnoopingScandal",gu
1.41918554552412E+018,@PriaINC सरकार ने देश का रुपये अपने लिये ओर अपने साथी ओ के लिए मिल बाँट के खर्च किया देश की सुरक्षा के लिए कुछ नहीं किया  #PegasusSpyware #PegasusSnoopgate,hi
1.41860089197686E+018,"सुना है मोदी सरकार पेगासस की जांच कराने को तैयार नहीं है!  मतलब साफ है! चौकीदार चोर भी है, जासूस भी! #PegasusSnoopgate",hi
1.41730630615575E+018,Peak journalism - Don’t ask because we will never get to know. #PegasusSnoopgate,en
1.4185814873188E+018,"ಯಾರೆಂದು ಊಹಿಸಿ 🤔 ???  ಮನ್ ಕಿ ಬಾತ್ ಮಾತನಾಡುತ್ತಾನೆ, ಸಾರ್ವಜನಿಕರ ಜಾಸೂಸಿ ಮಾಡಿಸುತ್ತಾನೆ...  #PegasusSnoopgate",kn
1.41687231173552E+018,BJPee Dallals &amp; IT Cell are presently planning to turn this #Pegasus thing to...  1. Attack on Indi@ 2. Attack on Democracy 3. Attack on Assam Tea 4. Attack on Dhokla 5. Attack on New Parliament Building😅  #PegasusProject #PegasusSnoopgate #Pegasusgate #PegasusSpyware The Wire,en
1.41710722781967E+018,"@ANI Another point, @rsprasad can use to promote honesty of @PMOIndia : ""Modi has total control of phones through #PegasusSnoopgate. But none can say that he even transfer even Rs. 10 from wallet of those phone to him"". By the way, any update about your Corruption, just came to light?",en
1.41855914854799E+018,अगर आपको जासूसी का शक है तो आप कोर्ट या जांच एजेंसियों के पास  शिकायत क्यों नहीं दर्ज करवाते: शाहज़ाद पूनावाला   #भैयाजी_कहिन #Snooping #PegasusSnoopgate #PegasusSpyware @prateektv   @Shehzad_Ind  https://t.co/56HUf1R2xr,hi
1.41815110596022E+018,"#Fact - As Candiru helps govts. weaponize free speech, is it correct to justify every surveillance move under protection of national borders? @GossiTheDog @AFilan #NSOGroup  #PegasusSnoopgate   https://t.co/yVOE7fxZZJ",en
1.41807908027299E+018,"I can't let #PegasusSnoopgate happen because I have a lot of ""important videos"" in my phone which revealed can SHAKE the world😜",en
